L74|Determinantes de los precios relativos de la vivienda: Bogotá versus Medellín|No abstract is available for this item.
L74|Features of teaching economic disciplines for students of architectural and construction specialties in the Republic of Belarus|"In the article features of teaching of economic disciplines for students of architectural and building specialties in higher educational institutions of the Republic of Belarus are presented on an example of calculation of the total estimated cost of construction products. It should be noted that the formation of prices in construction is one of the important stages in the preparation of design estimates, therefore the development of a unified approach to the calculation of cost, taking into account the dynamics of its development is fundamental in the process of teaching economic disciplines.It is important to take into account that in the current conditions of intensive implementation of various software complexes for the calculation of building structures, in particular based on BIM-technologies, the corresponding programs for the preparation of budget documentation are also widely used. In this situation, at the teaching stage it is important to form the understanding of the principles of drawing up the estimate documentation for the learner, because a correct assessment of the adequacy of the resulting ""automated"" solutions is the key in determining the competence of any specialist.Important in teaching the course ""Construction economics"" has a close relationship of the principles of formation of the value of construction products with the basics of technology and the organization of construction. In this connection, when presenting theoretical material on the ""Construction economics"", information about the technology and organization of construction production should be largely provided. It should be noted that the teaching of special economic disciplines takes place at the final courses of study, i.e. after completing the relevant specialized courses ""Technology of construction"" and ""Organization of construction"", which allows you to freely consider those or other features of the construction process in the aspect of economic evaluation. In general, the main purpose of accounting for the principles of construction production in the teaching of economic disciplines is the correct definition of labor, machinery and material resources, taking into account the selected production technology. At the same time, it is important to note that the study of the basics of calculating the cost of construction products in conjunction with the technology of production of works allows the future specialist to exclude errors in the selection of norms and quotations as much as possible, to reduce the amount of information entered and, as a result, to improve the quality of the estimated budget and resource documentation."
L74|Does regulation trade-off quality against inequality? The case of German architects and construction engineers|We exploit an exogenous price increase by about 10% for architectural services to answer the question how price regulation affects income inequality and service quality. Using individual-level data from the German microcensus for the years 2006 to 2012, we find a significant reform effect of 8% on personal net income for self-employed architects and construction engineers. This group moved from the second lowest to the highest quintile of the net income distribution. This increase in inequality is associated with a deterioration of service quality. The reform reduced average scores of a peer ranking for architects by 18%.
L74|Does Regulation Trade-Off Quality against Inequality? The Case of German Architects and Construction Engineers|We exploit an exogenous price increase by about 10% for architectural services to answer the question how rice regulation affects income inequality and service quality. Using individual-level data from the German microcensus for the years 2006 to 2012, we find a significant reform effect of 8% on personal net income for self-employed architects and construction engineers. This group moved from the second lowest to the highest quintile of the net income distribution. This increase in inequality is associated with a deterioration of service quality. The reform reduced average scores of a peer ranking for architects by 18%.
L74|Can the Private Sector Ensure the Public Interest? Evidence from Federal Procurement|We empirically investigate the effect of oversight on contract outcomes in public procurement. In particular, we stress a distinction between public and private oversight: the former is a set of bureaucratic checks enacted by contracting offices, while the latter is carried out by private insurance companies whose money is at stake through so-called surety bonding. We analyze the universe of U.S. federal contracts in the period 2005-2015 and exploit an exogenous variation in the threshold for both sources of oversight, estimating their causal effects on costs and execution time. We find that: (i) public oversight negatively affects outcomes, in particular for less competent buyers; (ii) private oversight has a positive effect on outcomes by affecting both the ex-ante screening of bidders - altering the pool of winning firms - and the ex-post behavior of contractors.
L74|Efficiency versus transaction costs in multidimensional auctions: the case of Brazilian oil and gas lease auctions|In Brazil, a scoring auction decides which firm has the right to explore oil and gas in a region. One of its dimensions is the amount of local content that firms are willing to implement. However, local content programs are subject to significant uncertainty and complexity so mal-adaptation costs are relevant. We characterize players’ bidding behavior when they have information on local content implementation and when they do not. We test those predictions using historical bids. Our tests suggest that the mechanism would be more efficient if the definition of local content programs was left out of the auction.
L74|Using output-based allocations to manage volatility and leakage in pollution markets|Output-based allocations (OBAs) are typically used in emission trading systems (ETS) with a fixed cap to mitigate leakage in sectors at risk. Recent work has shown they may also be welfare enhancing in markets subject to supply and demand shocks by introducing some flexibility in the total cap, resulting in a carbon price closer to marginal damage. We extend previous work to simultaneously include both leakage and volatility. We study how OBA permits can be implemented under an overall cap that may change with the level of production in contrast with a design that deducts OBA permits from the overall permit allocation as is the current practice in the EU-ETS and California. We show that introducing OBA permits while keeping the overall cap fixed would only increase price fluctuations and induce severe welfare losses to non-OBA sectors.
L74|ifo Architektenumfrage: Weiter steigende Planungsaufträge für Wohngebäude|Nach den Umfrageergebnissen des ifo Instituts hat sich das Geschäftsklima bei den freischaffenden Architekten zu Beginn des ersten Quartals 2017 sichtlich verbessert.
L74|Efectos de mecanismos institucionales en el precio de la vivienda nueva en Medelli?n|El objetivo de esta investigacio?n es determinar el impacto que tienen los mecanismos de trasmisio?n de la poli?tica pu?blica en la determinacio?n del precio de la vivienda nueva en Medelli?n, Colombia. Utilizando un modelo de Vectores Auto Regresivos Estructural los principales resultados evidencian que el impacto de un choque de la Unidad de Valor Real (UVR) sobre el precio de la vivienda nueva en Medelli?n es que el precio del metro cuadrado es ela?stico ante variaciones en la UVR en el corto plazo. Adema?s, por medio de un modelo de ecuaciones simulta?neas, estimado por Sistema de Ecuaciones Aparentemente no Relacionadas y Mi?nimos Cuadrados en Tres Etapas, el Fondo de Reserva para la Estabilizacio?n de la Cartera Hipotecaria (FRECH) presenta una relacio?n positiva sobre la demanda de vivienda, mientras que la tasa de intere?s hipotecaria tiene una relacio?n negativa con la demanda. En la medida en que se implementan subsidios como estos, la demanda de vivienda tiende a incrementarse y, a su vez, genera una presio?n al alza del precio de la vivienda nueva. En este sentido los mecanismos institucionales son un incentivo fundamental para el buen desempen?o del sector de la construccio?n.
L74|Unraveling the Energy use Network of Construction Sector in Turkey using Structural Path Analysis|Input-output (I-O) analysis provides a useful framework for examining the direct and the indirect changes in the energy use. The purpose of this study is to gain a better understanding of the energy use network in Turkish construction (CON) sector. To do this, a particular type of network analysis, structural path analysis is conducted. Sectoral energy use data provided by World I-O database is used for the elaboration of energy paths. Mediating sectors underlying backward energy linkages are identified. Results show that energy use of CON increased both in absolute terms and that of rank among other industries. The magnitude and complexity of the coke and refined petroleum path decreased. Due to the expansion in natural gas powered energy production, relative importance and complexity of the electric, gas and water supply path increased. Energy use paths are discussed with reference to current account deficit and growth issues in Turkey
L74|Housing market in Russia in 2016|According to the data released by the Bank of Russia, as of July 1, 2016, the number of credit institutions issuing residential loans (RL) and housing mortgage loans (HNL) fell to 680 and constituted 85.3% of their number as of July 1, 2015 (Table 16). Herewith, the number of credit institutions issuing RL came to 522 and those extending HML – 499, and those attracting refinancing on the HML secondary market – 34. Moreover, the number of credit institutions extending housing mortgage loans secured by the right of foreclosure on agreements of participation in shared construction came to 212 as of July 1, 2016.
L74|We study pollution permit markets in which a fraction of permits are allocated to fi rms based on their output. Output-based allocations, which are receiving increasing attention in the design of carbon markets around the world (e.g., Europe, California, New Zealand), are shown to be optimal under demand and supply volatility despite the output distortions they may create. In a market that covers multiple sectors, the optimal design combines auctioned permits with output-based allocations that are speci fic to each sector and increasing in its volatility. When fi rms are better informed about the latter or must self select, the regulator resorts to some free (i.e., lump-sum) allocations to sort firms out|No abstract is available for this item.
L74|Can television bring down a dictator? Evidence from Chile’s “No” campaign|Can televised political advertising change voting behavior in elections held in authoritarian regimes? We study the case of Chile, where the opposition used television campaigns weeks before the election that ended the seventeen-year dictatorship known as the Pinochet regime. Using national surveys conducted before the election and administrative electoral data, we provide evidence of a positive effect of television exposure on opposition votes. When compared to similar estimates in democracies, the effect of campaigns in Chile appear large. These results suggest that televised political campaigns can help to defeat dictators at the polls.
L74|Enterprise promotion in the road construction sector in a conflict-ridden area in Kenya : a solution for the nexus of developmental problems?|Overcoming the missing middle syndrome by promoting growth of micro and small enterprises through training is a key to solve the nexus of problems including industrial stagnation, inequality, and ethnic confrontation in Africa. We focus on collaborative interventions by an international NGO and the Kenyan government to disseminate labor-based technology of road construction and strengthen managerial skills of youth self-help groups in a county ridden by an ethno-political conflict, called the Post-Election Violence. They tried to help groups formalize as corporations and develop their businesses through training. Our research reveals that ethnically homogenous groups might have better chances to obtain construction contracts but the reason would be trust among permanent members lowering internal transaction costs, rather than ethnicity itself. In conclusion, development of micro and small firms are to some extent determined by education of leaders and internal trust. Trainings could contribute in case groups are equipped with those conditions.
L74|Sustainability of the domestic consumption of construction materials in Colombia, 1990-2013|In order to assess the sustainability of the consumption of construction materials in Colombia, we analyze the patterns of consumption of these materials between 1990 and 2013. We use domestic consumption of materials, consumption of materials per capita, and intensity of consumption of construction materials as sustainability indicators. Results show that the domestic consumption of construction materials has increased since 1998 until reaching a share in the domestic consumption of materials only inferior to the share of biomass. We find that the ratio of domestic material consumption to GDP decreased during the period of analysis and that changes in construction techniques partially explain the diminishing intensity of consumption of construction materials in Colombia.
L74|The role of stakeholders in the process of building a competi-tive advantage with the example of development companies|"Research background: Contemporary companies are faced with opportunities as well as dangers resulting from relationships with their environment. It is therefore important to define stakeholders and manage relations with them by implement-ing organizational principles and practices that take into account stakeholders' concerns and objectives, but are also consistent with a company's strategy and its economic goals (Banks, Vera, Pathak, Ballard, 2016, pp. 18-27). Purpose of the article: The aim of this article is a diagnosis of a sort of the theory of stakeholders present in the relevant literature. In addition, stakeholder identifi-cation was presented along with their role in the process of building a competitive advantage of a development company. Methodology/methods: An analysis of secondary sources was verified by empiri-cal studies. An analysis of the role of stakeholders in the functioning of an enter-prise was made using the so-called 'brainstorming method'. The study was con-ducted with the students of faculties at the Faculty of Management of the Bi-alystok Technical University in December 2012 and in the years 2014-2016. Findings & Value added: In the first part of the article, the key assumptions of the stakeholder theory and their impact on the competitiveness of entities are discussed, and the term ""a development company"" is defined. The second part presents conclusions from empirical research. These made it possible to formulate a list of main stakeholders who contribute to building a competitive advantage for developers. These entities are included in several groups: customers, suppliers, strategic partners, regulators and current and potential competitors."
L74|Effects of ISO 9001 Standard on Critical Factors of Project Management in Construction Industry|This paper provides a significant contribution to the knowledge by identifying the impact of ISO 9001 implementation on the most vital factors of project management within large scale (AAA) construction firms in Metro Manila, Philippines. Thus, the study was accomplished an extensive literature review for identifying the main factors of project management, ISO 9001 standard, and other concepts, for developing an appropriate survey instrument. Then the questionnaires were distributed randomly among selected ISO 9001:2008-certified projects of large-scale (AAA) construction firms. For data analysis, the study adopted the descriptive and inferential statistics analysis, in order to find the results and conclusions. Lastly, the findings indicated that ISO 9001 certification can statistically affect the two main factors of project management, except time length of projects in Metro Manila, Philippines.
L74|Impact of ISO 9001 Standard on the Quality Costs of Construction Projects in the Philippines|Since past two decades, ISO 9001 standard has shown its capabilities to lower cost, increase productivity, and satisfy stakeholders (customers) in the organizations. Although ISO 9001 standard has proven its benefits to different sectors in all over the world. But there is still debate among researchers and practitioners concerning the usefulness of applying ISO 9001 in construction projects. However, it seems that among different methods, quality cost analysis is an excellent technique to indicate how much ISO 9001 is able to improve effectively quality performance, and reduce costs in the projects. Thus, the main purpose of this study is to assess the effects of ISO 9001 implementation on quality cost in construction projects. For this aim, a literature review was conducted to design a structured questionnaire in a sample of the 67 respondents from ISO 9001:2008-certiﬁed projects of large-scale (AAA) construction companies in Metro Manila, Philippine. As a quantitative research, the inferential statistics analysis used to test the hypotheses of this study. Lastly, the results reported that ISO 9001 standard significantly affects the reduction of quality cost within construction projects in Metro Manila, Philippines.
L74|A new model of free global positioning system using triple DME|This paper introduces a new scheme of global positioning system (GPS) without using of satellites or GPS- Free positioning. It is based on using triple distance measurement equipment (DME) which can be implemented with a map includes; determined longitude and latitude on the user`s receiver. First, advantages, previous studies and activities which are related to this subject is described as well as the DME properties are presented. Then, a practical model of triple DME and implementation of mathematical model on the map for finding the positions are discussed. Finally, the results of simulations are shown as well as the future of GPS- Free project and its prospective is stated.
L74|Experimental survey of energy dissipation in nappe flow regime in stepped spillway equipped with inclined steps and sill|Stepped spillway increases the hydraulic resistance against flow by using of step-made spillway floor and when the flow of water passing on steps, a significant part of energy dissipates and also reduces the risk of cavitation. In this experimental research, in order to increase the energy dissipation of stepped spillway, Steps has a reverse gradient and in other part of this tests in addition to create a reverse gradient in the steps at the same time the sill is also installed on the edge of the steps. Height, thickness of the sills is considered variable. The results show that in both Nappe Flow Regime and Skimming Flow Regime Change of gradient, sills height, thickness are effective to increase the energy loss but the effect of these parameters on the Nappe Flow Regime is much greater than Skimming Flow Regime. By analyzing the results of the experiments and compared with results from other studies, the research showed that the method used in this study has a better energy loss than other methods used in prior researches.
L74|The European Construction Value Chain: Performance, Challenges and Role in the GVC|Several years after the global slump, the construction industry and many countries and sectors with construction-related activities and firms tied to them still feel the impact of that financial and economic crisis. In contrast, several years prior to the crisis, there had been a major construction bubble. This report outlines the significance of the construction sector for the EU economy, given its potential in job creation in micro and small enterprises as well as its role as a major consumer of intermediate products and related services. Developments within the industry have wide-reaching implications for the nature of growth that can be achieved, not least in terms of achieving the ambition of smart, sustainable and inclusive growth that is at the heart of the Europe 2020 strategy. Furthermore, a modernisation of the sector and improvements in the efficiency of building construction are also key aspects for the transformation of the EU’s energy system as pointed out in the ‘Energy Roadmap 2050’. In this context, the Commission introduced its ‘Strategy for the sustainable competitiveness of the construction sector and its enterprises’ that contained a proposed Action Plan Construction 2020 aimed at addressing challenges within the 2020 time horizon. This Action Plan focuses on five thematic priorities which aim to address economic, skills, environmental, regulatory, and international challenges. This study provides an assessment of the role and dynamics of the construction industry in the European Union and its interlinkages with other industries over the last fifteen years. The report draws a picture of a sector in transformation, partly still suffering from the ramifications of the global crisis, and points to the new foundations from which the sector and the whole value chain can develop towards the future.
L74|Fallstudie Nachhaltiges Bauen und Lead Markets in Österreich|Around half of total private energy consumption is used for housing. Thus, ambitious emission reduction targets can only achieved by pushing innovation in construction. This case study looks at the diffusion of passive houses in Austria, which is the leading country in this innovation. The Austrian case shows that a combination of regulation and promotional activities, together with measures for information diffusion and grass-root entrepreneurial activity have led to the highest density of passive houses worldwide in the country. However, this domestic strength could not be transferred into higher exports. Factors that hamper exports are the complex characteristics of passive houses, the importance for producers to be present in exporting markets, and the small size of many firms in the Austrian passive house sector.
L74|Investissements directs étrangers et industrialisation de l’Afrique : un nouveau regard|This article uses data from fifty-three African countries to discuss the contribution of foreign direct investment (FDI) to the industrialization of the continent. The study period is 1975-2014. The estimation technique is based on the generalized method of moments in system. The results show that?: (i) FDI contributes significantly to the added value of industry to GDP but does not contribute to industrial employment?; (ii) the positive and significant effect was observed in four sub regions except East Africa?; (iii) using a composite index of industrialization, the contribution of FDI is very high. From these results, two main recommendations of economic policies are proposed. The first is to strengthen private investment in order to increase its participation in the structural transformation of the continent. The second is to build specific indicators of the industrialization of Africa. JEL Codes: E23, F21, F41, L71, L73, L74
L74|The Preservation of Historic Districts - Is it Worth it?|I investigate the welfare effect of conservation areas that preserve historic districts by regulating development. Such regulation may improve quality of life but does so by reducing housing productivity - the efficiency with which inputs (land and non-land) are converted into housing services. Using a unique panel dataset for English cities and an instrumental variable approach, I find that cities with more conservation areas have higher house prices for given land values and building costs (lower housing productivity) and higher house prices for given wages (higher quality of life). The overall welfare impact is found to be negative.
L74|Europäische Bauwirtschaft: Stärkeres Wachstum in den Jahren 2016 und 2017 – Ausgewählte Ergebnisse der EUROCONSTRUCT-Winterkonferenz 2015|Nach den aktuellen Analysen der Experten aus den 19 Mitgliedsländern des ­EUROCONSTRUCT-Netzwerks schreitet die Erholung der Baunachfrage in Europa voran. So ist das Bauvolumen in den 19 EUROCONSTRUCT-Mitgliedsländern im vergangenen Jahr zum zweiten Mal in Folge gestiegen. 2016 dürfte der Umfang der Bauleistungen mit 3% sogar fast doppelt so stark zunehmen wie im zurückliegenden Jahr. 2017 wird das Wachstum dann voraussichtlich etwas schwächer ausfallen. Im laufenden Jahr dürfte die Bautätigkeit in insgesamt sieben Ländern – nämlich in Frankreich, Irland, den Niederlanden, Norwegen, Polen, Portugal und Spanien – um rund 4% bzw. sogar noch deutlich stärker zulegen. Im gesamten EUROCONSTRUCT-Gebiet zeigen sich derzeit keine allzu großen Unterschiede, was die Entwicklung in den einzelnen Baubereichen angeht. Während der Wohnungsbau in Europa 2016 um mehr als 3% expandieren dürfte, wird für den Nichtwohnhochbau ein Zuwachs von knapp 3% und für den Tiefbau von gut 2½% prognostiziert. Zu den Impulsgebern für die europäische Baunachfrage zählen die wieder positivere wirtschaftliche Entwicklung, die überaus günstigen Finanzierungskosten sowie die vergrößerten Ausgabenspielräume von Seiten etlicher Staaten. Daneben spielen aber auch demographische Aspekte – wie die ausgeprägte Zu- bzw. Binnenwanderung – und die immense Bauzurückhaltung, die in den vergangenen Jahren in einigen europäischen Regionen zu beobachten war, eine wichtige Rolle.
L74|ifo Architektenumfrage: Weiterhin hohe Auftragsbestände|Nach den Umfrageergebnissen des ifo Instituts hat sich das Geschäftsklima bei den freischaffenden Architekten zu Beginn des ersten Quartals 2016 verbessert. Die Architekten beurteilten ihre derzeitige Geschäftslage besser als im Vorquartal; die Einschätzung der Entwicklung in den kommenden sechs Monaten war von Optimismus geprägt.
L74|ifo Architektenumfrage: Architekten genießen ein erfreulich günstiges Geschäftsklima|Nach den Ergebnissen der vierteljährlichen Umfrage des ifo Instituts bei den freischaffenden Architekten hat sich das Geschäftsklima zu Beginn des zweiten Quartals 2016 erneut sichtlich verbessert. Dabei beurteilten die Architekten ihre aktuelle Geschäftslage sogar so gut wie noch nie seit Beginn dieser Umfrage im Jahr 1981.
L74|Europäische Baunachfrage: Erholung schreitet voran – Ausgewählte Ergebnisse der EUROCONSTRUCT-Sommerkonferenz 2016|Die Experten des EUROCONSTRUCT-Netzwerks gehen bei ihrer aktuellen Einschätzung des europäischen Bauvolumens von einem verstärkten Wachstum aus. So wird der Zuwachs der Bauleistungen in den drei Jahren bis 2018 insgesamt rund 8% betragen. Im Tiefbausektor dürfte die zukünftige Entwicklung leicht überdurchschnittlich ausfallen. Im Nichtwohnhochbau werden die Bauleistungen bis 2018 insgesamt um »lediglich« 7% zulegen. Die Wohnungsbauaktivitäten dürften im Prognosezeitraum insgesamt um etwa 8% ausgeweitet werden.
L74|Wohnungsbauaktivitäten in Europa: Neubau legt 2016 kräftig zu – Ausgewählte Ergebnisse der EUROCONSTRUCT-Sommerkonferenz 2016|Nach Ansicht der Experten des EUROCONSTRUCT-Netzwerkes wird der europäische Wohnungsbau dieses Jahr voraussichtlich um mehr als 3% wachsen. Die Impulse kommen dabei maßgeblich aus dem Neubaubereich. So wird der Wohnungsneubau in den 19 Mitgliedsländern 2016 um insgesamt gut 5½% ausgeweitet. Vor einem halben Jahr wurde allerdings noch mit einem Plus von mehr als 6% gerechnet. Nach den aktuellen Revisionen hat sich der Neubau im vergangenen Jahr jedoch deutlich besser entwickelt, als zunächst errechnet. Das Plus erreichte nämlich fast 3%. Die Maßnahmen im Wohnungsbestand, die üblicherweise wesentlich stabiler verlaufen als der Neubau, werden 2016 wohl um knapp 1½% zulegen. Gegenwärtig sind die Rahmenbedingungen für den Wohnungsbau überaus günstig. So dürften unter anderem die verbesserten Wirtschaftsaussichten, die niedrigen Hypothekenzinsen, eine ausgeprägte Zu- und Binnenwanderung sowie staatliche Anreize dafür sorgen, dass der Umfang der Wohnungsbauleistungen in den drei Jahren bis 2018 um insgesamt 8% zunehmen wird. Positiv stechen dabei vor allem die Länder Irland (+ 54%), Ungarn (+ 30%) und Portugal (+ 27%) heraus. Während in Irland die kräftig anziehende Bauproduktion dennoch nicht mit der deutlich gestiegenen Wohnraumnachfrage mithalten kann, ist in Italien mittelfristig mit keiner wesentlichen Marktbelebung zu rechnen.
L74|ifo Architektenumfrage: Leichte Abkühlung des Geschäftsklimas|Nach den Ergebnissen der vierteljährlichen Umfrage des ifo Instituts bei den freischaffenden Architekten hat sich das Geschäftsklima zu Beginn des vierten Quartals 2016 leicht abgekühlt; es ist aber immer noch ausgesprochen gut. Nach fünf aufeinander folgenden Quartalen mit zum Teil deutlichen Verbesserungen ist eine leichte Eintrübung fast überfällig. Bezüglich ihrer Geschäftsaussichten in den nächsten sechs Monaten waren die Urteile zurückhaltender als in den beiden vorangegangenen Quartalen. So ging im Berichtsquartal nur noch jeder siebte Architekt von einer eher günstigeren Auftragssituation in etwa einem halben Jahr aus. Der Anteil der freischaffenden Architekten, die im Verlauf des dritten Quartals 2016 neue Verträge abschließen konnten, lag mit 56% nur knapp unter dem Wert des Vorquartals. Das geschätzte Bauvolumen aus den neu abgeschlossenen Verträgen lag im Durchschnitt aller Bundesländer im dritten Quartal 2016 nur geringfügig über dem des Vorquartals. Dabei waren die Volumina im Wohnungsbau um etwa 3% kleiner und im Nichtwohnbau um rund 6% größer als im Vorquartal.
L74|Determinantes del precio de la vivienda nueva No VIS en Medellín: un modelo estructural|Esta investigación a diferencia de otras realizadas en el sector busca a través de la utilización de un modelo de ecuaciones estructurales, en el cual se utilizan variables observables y no observables, identificar los determinantes del precio de la vivienda nueva No VIS en Medellín, entre 2009-2014, con el fin de explicar la formación de precios desde la organización industrial del sector. Los resultados indican que el empleo, el crecimiento económico y las políticas públicas (subsidios) influyen directamente –la inflación tiene injerencia negativa– sobre las condiciones del mercado de vivienda (CMV); simultáneamente, las CMV afectan la oferta y la demanda, fuerzas que, a su vez, inciden en la formación de los precios de mercado. Los principales hallazgos de la investigación se centran en la consolidación de un esquema que permite integrar la interdependencia entre variables para la explicación de la formación de precios y la identificación de la incidencia de las políticas públicas en el aumento de los precios.
